sgRNA,Gene,log2FC_Day4_mTeSR_r1_vs_plasmid,log2FC_Day4_mTeSR_r2_vs_plasmid,log2FC_Day7_E6_r1_vs_plasmid,log2FC_Day7_E6_r2_vs_plasmid,log2FC_Day7_mTeSR_r1_vs_plasmid,log2FC_Day7_mTeSR_r2_vs_plasmid,log2FC_Day9_E6_r1_vs_plasmid,log2FC_Day9_E6_r2_vs_plasmid,log2FC_Day9_mTeSR_r1_vs_plasmid,log2FC_Day9_mTeSR_r2_vs_plasmid,log2FC_Day14_E6_r1_vs_plasmid,log2FC_Day14_E6_r2_vs_plasmid,log2FC_Day14_mTeSR_r1_vs_plasmid,log2FC_Day14_mTeSR_r2_vs_plasmid
GS0482_WNT8B_HUMAN,WNT8B,-0.7066246456716128,-0.4381993894596085,-0.4700981992977482,0.1385272176635101,-0.1699842719321456,0.5251422844636497,0.0831448913452312,0.1546181438871272,-1.255529378782426,0.5667563831941909,0.2080676826066767,-0.1940497997436221,-1.2889076272553392,0.1383414503825175
GS0483_WNT9A_HUMAN,WNT9A,-0.0484718477809007,-1.0550565631482025,-0.7552517667222389,-0.6697668338438802,-0.4637864522174642,-0.8400733857980631,0.0413326915817826,-0.506810171460117,0.435699962726412,-0.5128082481888576,-0.6032370127263134,-1.4047342588203255,-0.1231626371414886,-1.185709432378398
GS0484_WNT9B_HUMAN,WNT9B,0.1859194418844723,0.4122337373142635,0.1609473094568816,0.2843078258993721,0.4431097247646853,0.4937445788007082,0.3511172616610327,0.5036646582288284,-0.3883601320802139,-8.481370470292404e-05,1.4521955704238252,-0.066571530907991,-0.6600897073473764,-0.2895054068072742
GS0485_X3CL1_HUMAN,X3CL1,-1.336974165872319,-1.262554280300324,-1.0519529086976425,-1.1428213954577569,-2.7561449354208705,-2.2118154785766544,-1.6367550337615917,-1.626057487864605,-1.3679803595075537,-1.09311355851207,-1.108638720755854,-1.466923324642463,-1.7223692291253956,-1.3898626553687352
GS0486_X3CL1_HUMAN,X3CL1,-1.0053826201375011,-1.8358160906514716,-0.0266358417622036,-1.3785782630439458,-1.6136112505748832,-1.150137200629456,-1.2614710744541382,-1.408789924728663,-1.0366421904703218,-1.0183993450721696,-0.7998145986362895,-1.1033262997939906,-0.9616029873016868,-1.3783054382842277
GS0487_XCL1_HUMAN,XCL1,0.7576393779419313,0.7708041666176726,0.8807053358335679,0.9439874454902668,0.8421496125833574,0.8147349693917452,1.0042285216755964,0.7683979277786523,1.0281205370299151,0.7367173089477692,0.7220239618734521,0.7068552106354815,0.8505718396944193,0.7894200289718025
GS0488_XCL2_HUMAN,XCL2,-0.4378110694526693,-0.0709607770501214,-0.0334569718161859,-0.0553330217429248,-0.3672525283822132,0.1890776771010163,-0.1190866606732594,-0.0418494949051186,-0.1945293170475768,0.1724540804541021,-0.2314320991291492,-0.0928463926091645,-0.1075774052967908,0.0758759571457012
GS0489_ZP3_HUMAN,ZP3,-2.41801523081822,-2.0953720238889977,-2.229112390242107,-2.2616733825625506,-2.0883790533601188,-1.1232841371371638,-1.4712069684230027,-1.1867124125010724,-1.808315206815446,-1.3616241565556528,-2.561958095890799,-1.9392673984023343,-1.6275761750011224,-1.570338731473198
GS0490_ZP3_HUMAN,ZP3,0.4654459775719823,0.3803299121040062,-0.3753345518698454,0.1038639927882645,-0.372754513341337,0.3376986270302691,0.4894544630518371,-0.2142488783507596,-0.2327801365997528,-0.0874290261831998,-0.5562085916157242,-0.7501462169518698,0.046989211792332,0.1451691606227712
OG0001_TRH_HUMAN,TRH,-0.4055531040126112,-0.1234031164770641,0.0009565038146757,-0.5167024026129567,-0.152083710247707,-0.0140978375056963,-0.3014668362540149,-0.583521902343973,0.0475562919829943,-0.2864061844214252,-0.0961736861671038,-0.5196445295405407,0.0564544455783497,-0.0987930502387293
OG0002_KNG1_HUMAN,KNG1,0.119513023671665,-0.2022838738294758,-0.1360340490541318,-0.2887476268896307,-0.474326468045362,0.0136362755734502,-0.3219737084520755,-0.0584459467322897,-0.3079248978503983,-0.2447452851654219,-0.2660795103321387,-0.1367352745417811,-0.1844181918608249,0.0072294304040703
OG0003_COLI_HUMAN,COLI,0.3045080648794585,-0.3940375389904815,-0.2583054030012945,-0.0441508651153146,-0.4638985491425877,-0.5210327883802535,-0.1314661472559386,-0.607590211942016,-0.544672682178641,-0.4034931393593606,-0.5130613461397981,-0.1583822106054828,-0.8201965281349395,-0.1501753179635407
OG0004_NEUT_HUMAN,NEUT,0.0299697838310635,0.4688114327494244,0.3929639364755974,0.5085623493823892,-0.1669619251310781,0.4071849721270943,0.2403226036696555,0.4539391407834081,0.5700337070906265,0.6550166248868408,0.4426532718130467,0.7243619448409273,0.3898432802552136,0.6704788523470828
OG0005_NEUT_HUMAN,NEUT,-0.0290322418218167,0.4987575845763352,0.475797531942451,0.2888089414095507,0.3707296625684115,-0.0627143600680728,0.2699445301564136,0.096145117162683,0.2890676556651979,0.2867285809010056,0.1073642213689733,-0.0268225819673197,0.6599834388652273,0.3377677787329141
OG0006_PDYN_HUMAN,PDYN,0.1355111623699372,-0.3009379127001548,0.2334904862021343,0.1221529886788648,0.1149163056413051,0.0398109399746573,-0.0989086006717325,-0.0784415488862073,0.1763454996080593,0.2722007124585754,0.2993722699004593,-0.0352366165712805,0.3987240070729658,0.487857695114565
OG0007_ANGT_HUMAN,ANGT,-0.3722086253730037,-0.328103418466954,-0.4987675008153935,0.0976275360723679,-0.4691919285545189,-0.3173470625742443,-0.3314219763145125,-0.2987903793932833,-0.1275254943255852,-0.6111588652891502,-0.4941765173492936,-0.4250751084524005,-0.2498820791782261,-0.4226866869960695
OG0008_GAST_HUMAN,GAST,-0.7099572103327674,-0.279382765735944,-0.3603991025765083,-0.2322945749291971,-0.3191653968375672,-0.3536863015463964,0.0023320665933361,-0.4245359939339383,-0.2007311186202063,-0.2972371524611752,-0.2149268391036809,-0.159066797917891,-0.5336132763305361,-0.0552116773740625
OG0009_ANGT_HUMAN,ANGT,0.1184341942195565,-0.003600060009802,0.2448589901993223,-0.1613371826880953,-0.1439202197257021,-0.0688784333732144,0.0136231762075613,-0.4669794350886231,0.153165122540777,-0.1144186264159596,0.0949034932734491,-0.3001271260114198,0.0516231405975258,-0.3589716785836874
OG0010_PENK_HUMAN,PENK,-0.5062044427319989,-0.3455492111332425,-0.4045868972852293,-1.001390629898804,-0.6053030351060347,-0.5685537939351857,-0.8864096574333669,-1.2502237114253507,-0.2485476851478125,-0.5155506052433907,-0.5134244497150764,-0.5135065054602244,-0.3301602073224803,-0.1866201730138108
OG0011_ANGT_HUMAN,ANGT,0.1382475675309908,0.2675184035791407,0.4418764426845936,0.2093025689064624,0.2298229095443602,0.2947984119613913,0.558455123847331,0.3000092582314213,0.1674512707102557,0.4645049283066935,0.1977454084901584,0.2421557860501444,0.2973026075238234,0.5455125794440612
OG0012_NPFF_HUMAN,NPFF,1.544067142933832,1.4818975430164318,1.4315626962965151,1.4688093578839698,1.4852836906459697,1.1584694534976236,1.4570229373677357,1.4587749508865837,1.397806698379961,1.474762489009315,1.249894199105908,1.4680505380161897,1.5807415746771447,1.5079445985831883
OG0013_PDYN_HUMAN,PDYN,-0.3222623969931497,-0.3387096412610901,-0.5977233871048,0.0042064384607467,-0.9706196498815328,-0.271899740517405,-0.3999045483106602,-0.3631248361203507,-0.4959764367536152,-0.1234209957971188,-0.5007853760133987,-0.267786518026547,-0.3517383251772905,-0.2035331430105174
OG0014_PENK_HUMAN,PENK,-0.5275445818080016,-0.6370738759770056,-0.2780620015990127,0.0459592706814859,-0.5553181787826631,-0.2620833752297535,-0.5265477819022379,-0.2855290838489139,-0.4485879674740491,-0.2417914308800153,-0.3095819731298803,-0.3759987217922766,-0.412171859502294,-0.3650126562881564
OG0015_UTS2B_HUMAN,UTS2B,1.2348028651939913,1.2361734068902024,1.5255436216010043,1.5640392357738602,1.667116915827119,1.1461195579807786,1.3556036565124785,1.515110497979233,1.4309498434656742,1.5536601410707824,1.6304383781144445,1.7300803977240875,1.5434149106319737,1.66425212339686
OG0016_KNG1_HUMAN,KNG1,1.5233847931161009,1.3481875867762838,1.39137166769736,1.4064461419221193,1.5718535258207318,1.4714469274094206,1.4097134663560595,1.5602226097614462,1.1747306650473457,1.5344147020238026,1.4980156951848702,1.3630611909401846,1.6392985442360306,1.4907865608813695
OG0017_NEU1_HUMAN,NEU1,-0.7687047004377057,-0.6769224904907194,-0.4005331867536483,-0.8619063416307071,-0.6532730482115046,-0.8100086022030943,-0.8365225590979115,-0.6602821421079277,-0.3998852298029725,-0.6462508857353271,-0.6296761437711229,-0.8488898105475453,-0.3750993657204233,-0.6657757821137942
OG0018_NEU2_HUMAN,NEU2,-0.5734641095522566,-0.2189495410917477,-0.2534792305865174,-0.4389584852172721,-0.4198473384237733,-0.3543436315703587,-0.0157981362680494,-0.6368803275915909,0.0545164917837919,-0.5251935582064675,-0.2976349287349027,-0.2229904503860371,-0.3131553438773284,-0.2146784561473431
OG0019_PDYN_HUMAN,PDYN,-0.0140191014354922,-0.3128475585754682,-0.2462732949595398,-0.1658504412516421,-0.3997415039152869,-0.295846979998684,-0.445989800246199,-0.4897051028399719,-0.1280198083298742,-0.0358769079249103,-0.1499350306378168,-0.1803179318442396,-0.0191776221324619,-0.2450181046080306
OG0020_ANGT_HUMAN,ANGT,-0.8144406916784384,-1.1556935392804617,-1.007459394141092,-0.4931721612108326,-0.7124513961138863,-0.6148255337952708,-0.7004858956550333,-0.9966692939824996,-0.7407889138228985,-0.8870241943482089,-0.837049779401843,-0.8750565196940645,-0.8354368986368286,-0.7030394967924991
OG0021_GON1_HUMAN,GON1,0.7593372348665746,0.130376656908286,0.5386662941345222,0.4426130294942059,0.5927127141108439,0.3476849060790155,0.4445428891846923,0.5957565884272444,0.4198763583353404,0.2029054200681663,0.7131753459233039,0.7079220041130956,0.3241355281898705,0.4184022027981324
OG0022_GON2_HUMAN,GON2,1.1902628672993103,0.3749646607047996,0.6925342498860765,0.893524142628463,0.6439517527813372,0.2306054583369583,0.5744220143482757,0.6614707499684158,0.7301085604584241,0.7438443725958841,0.7688699794736067,0.5914307926448927,0.84616811047953,0.7885771837063906
OG0023_GRP_HUMAN,GRP,-0.4207789178497716,-0.3293784622279201,-0.179816392857564,-0.3760666728995883,-0.6282131006742713,-0.5518835186978457,-0.2706999573947026,-0.7048171690461409,-0.3699288305623458,-0.6124212376579656,-0.2442659699155047,-0.8476460174939806,-0.3768536282686749,-0.4048191551877185
OG0024_KNG1_HUMAN,KNG1,-0.3693179899265679,-0.3265538366300582,-0.2697693838058566,-0.3050446706211396,-0.4232398487702724,-0.4843919984720024,-0.2633855058453935,-0.3754996288766925,-0.3272678394694726,-0.2412605468471458,-0.4246593473113709,-0.1652149130420976,-0.4611967337586033,-0.5711034842181988
OG0025_NMB_HUMAN,NMB,0.3869092467325004,0.666806837424593,0.0144589990908148,0.3586253287067809,0.3210039519666292,0.1407002625356739,0.130945442486059,0.0819967833540982,0.301159395538793,0.2313350942840024,-0.2203311570109285,0.0011537210989374,0.3628394176718608,0.4148100295691126
OG0026_PDYN_HUMAN,PDYN,-0.3942172375552957,-0.3281373405817174,-0.23170929213647,-0.128422600737025,-0.3979983507338236,-0.1446273522072694,-0.453219390333146,-0.2991517496213749,-0.0228018369165194,-0.3537150896042629,0.0179716432714869,-0.1078465773571206,-0.2356419243273251,-0.1157089222378235
OG0027_TKN4_HUMAN,TKN4,1.7727583299625422,1.4227689615743309,1.5968166086506166,1.4013268006034425,1.6540118396211998,1.2479366792064202,1.436955692350578,1.1974406587569266,1.1874185446531982,1.5262602213400118,1.4684900149329074,1.2476728545977185,1.772439892739218,1.4645496698392506
OG0028_COLI_HUMAN,COLI,0.0111659177239822,-0.1818084829216442,-0.115913689669556,-0.4282223913231995,-0.2421091455185546,-0.4085025371752824,-0.4431850852495511,-0.0917869527172783,-0.1723290832200881,-0.0740990471098239,-0.3113183712732539,-0.5090495545209279,-0.0985055085923338,-0.0729763039510889
OG0029_MORN_HUMAN,MORN,1.031005266200557,0.8735627916005839,1.0700078236535333,0.9122903289486484,1.1287589673960845,1.0519841065801234,1.090076754975447,0.9506103270350988,1.393865835668958,1.011643933531385,1.046436686263796,1.0960355567743942,1.1847766952644836,0.9474477215874052
OG0030_NPFF_HUMAN,NPFF,-1.1094020662650903,-1.6943600276582096,-1.1025944404252854,-1.2195160996622365,-1.7956530759240703,-1.087566950776937,-1.336807108952879,-1.36517819726083,-1.0330414304221502,-1.06785346988619,-1.3310386910186125,-1.0633468381938425,-1.231919972014861,-0.6227046160661587
OG0031_SCG1_HUMAN,SCG1,0.4549464625503923,0.3935966435167408,0.284584491892291,0.3162443871206601,0.1344830340774123,0.5884278714942077,0.5073379794869073,0.2227116459195937,0.4116795295074578,0.661275163605767,0.3318641364679902,0.386295088370117,0.4838698029396919,0.6120876391242849
OG0032_UTS2_HUMAN,UTS2,-0.1605252447030665,0.1654127577159254,0.4552045700429357,0.0577710531669346,0.2467364302327155,0.1778170871367557,0.1307415236946791,0.3098070748958434,0.0730422020017105,0.2870314472953215,0.2061343964402215,0.4724391444748139,0.2419411677803804,0.4168938167252474
OG0033_APEL_HUMAN,APEL,0.0598664428176825,0.4660367063346662,0.1485131973536919,0.2243426766259695,0.0004778579378541,-0.1187485927211824,0.0462717828116741,0.1340496343624053,-0.024724427739331,0.2527920885152142,0.2005503662530792,0.4048864770830338,-0.0158289724215929,0.1803804768641796
OG0034_COLI_HUMAN,COLI,-0.0360722666384596,0.2168073165906694,-0.1322128087246952,0.4929577707203165,-0.0072554145076804,0.0494972377333517,0.2912443041136328,0.3031284480282981,-0.013726533974733,0.046833166863351,0.0502203387309219,0.3545971820217009,0.101903581600407,0.2449334896460708
OG0035_MCH_HUMAN,MCH,-0.1747597604395014,-0.1597401655310246,-0.167629075021809,-0.2318790081537827,-0.4670403282917501,0.1553110977005367,0.1567353067899066,-0.069304655823311,-0.0213253168686495,-0.1037422785010093,0.1327658843796157,-0.1572730156955444,-0.0272049140125982,-0.071253391539594
OG0036_NEUT_HUMAN,NEUT,-1.1853443913722224,-0.7220058883838743,-1.320505739133406,-0.5360507821051925,-0.7809708640458677,-0.7143900965572083,-0.7819531685779211,-1.1043038015672533,-1.206585279117986,-0.7877974678457562,-1.2375700912030911,-1.1034316190703493,-1.0121165435443018,-0.7181530716343758
OG0037_PDYN_HUMAN,PDYN,1.0474920319177023,1.0032894685762592,1.0783223273046456,1.1374042135995577,1.0431750646546565,0.9183906213078004,1.2596666526249205,0.9313757284224292,1.2821343377276584,1.1435549760091064,1.0071600454872431,0.8758294803220501,1.1525612334443576,1.0898957403236178
OG0038_PDYN_HUMAN,PDYN,-1.5195688235301468,-1.184343989922409,-1.2710167542409962,-1.2509346719997847,-1.1896286269507872,-1.0889448635891077,-0.6639840079829611,-1.518027861209383,-0.8288676268770736,-1.230606630288403,-1.0184585404800846,-1.2977506438633384,-1.200431283226246,-1.1750338874569408
OG0039_SMS_HUMAN,SMS,-0.9007933119158408,-1.29954606297013,-0.9289747471064,-0.8005592434914135,-0.8879462604110167,-1.039747546349746,-1.1509901025222629,-1.049372844555501,-0.690482429509947,-0.8997303589965426,-0.868033826960227,-0.717463561442722,-0.8968354320945604,-0.733556527645483
OG0040_GAST_HUMAN,GAST,0.9474167941651892,0.7677808918878206,0.8988295329088007,0.8278323947520825,1.073343194820939,1.0108461417143548,0.8704686751098585,1.1161627119893929,1.1502029488770624,1.199314032025404,0.946393536777526,0.8292635638897998,1.0826560665800944,1.2697973810030554
OG0041_KNG1_HUMAN,KNG1,1.627152932240982,1.3769945552186602,1.4335859150115997,1.429468256317982,1.3585233729534814,1.4170888385612257,1.581753137653532,1.6064898893438269,1.1849610666944397,1.4910709582344133,1.3875291981424187,1.5805675570270363,1.023741123615702,1.468686278246734
OG0042_PAR3_HUMAN,PAR3,-1.1509889521084975,-1.4633716668570391,-1.3998858030200685,-1.408606646007943,-1.8772309723783744,-1.651230449769027,-1.9825821652409117,-1.1752649224699576,-1.2352362427402914,-1.133837208988946,-1.9756810481918956,-1.738459559144248,-1.6663127846645462,-1.3255555603724511
OG0043_SMS_HUMAN,SMS,-0.0436324616228223,0.0443454716137861,0.3128246955559017,0.3310499245576128,0.2274123358046704,0.6056063737503941,0.5799248539759851,0.4183297537674679,0.2965320902750168,0.2100360910785426,0.1304034813449792,0.209487195613006,0.3247468159713129,0.3078601764672068
OG0044_SPXN_HUMAN,SPXN,-1.1572390762072615,-1.2464445307786889,-1.193266424829977,-0.9813999292567388,-1.5091595237359066,-0.8319633575433727,-0.9702654803719836,-1.1954997512493506,-1.067320892686462,-0.9786808507515604,-0.948769988452648,-1.2219367265312098,-0.9602197366714478,-0.8632779260973518
OG0045_TKN4_HUMAN,TKN4,-0.3025520532600581,-0.317738613530885,-0.1187027083274401,-0.2968826481542148,-0.3776335888110171,0.1403017559039518,-0.1922277077986667,-0.1734763216539878,0.1579129803599155,-0.1103136845680978,-0.320045711609481,-0.2707114050006431,-0.0594687050847682,-0.177550316204865
OG0046_GUC2A_HUMAN,GUC2A,-0.0639250019484389,0.2021286630546992,-0.0959677746369802,-0.2064842582731252,0.0823622668363217,0.0852521887938024,-0.0923411711973667,-0.2605412074168711,-0.0284261764758078,0.0261099922331773,0.1276940179945604,-0.1109259569633085,-0.0669893760576005,-0.0780604882676225
OG0047_CORT_HUMAN,CORT,-1.056209339888305,-0.7556607465279495,-0.8292144219092048,-0.8452090693385514,-1.99248016011264,-0.7562798426277784,-0.8836833238704109,-1.0589307666113754,-0.8753742619359492,-1.014384114208294,-0.7575967005036048,-0.3603995502853561,-0.8835837421353396,-1.1271598459433925
OG0048_GAST_HUMAN,GAST,-1.6021256971375235,-1.98536106284042,-2.2342629940344,-1.4908618100146178,-2.2227254948014528,-1.1184341875884858,-1.5784239845782793,-1.5226810971638065,-1.5969619407990958,-1.4377085407809496,-1.6143941425443202,-1.6272979024466174,-1.7738257149649996,-1.095638112316351
OG0049_PDYN_HUMAN,PDYN,-0.7973702577274366,-0.527710504551905,-0.9045750652855702,-0.6207324501499834,-0.0147627780986514,-0.6298754056805933,-0.2443292935470591,-0.5353282258302805,-0.7817559858414374,-0.902881877866884,-1.0092027782541615,-0.6005180912459593,-0.861347821065408,-0.7063176014689478
OG0050_PNOC_HUMAN,PNOC,0.2833300880956813,0.0736040624168676,0.3394132448494495,0.2563578121680585,0.5419469659573846,0.227921519203619,0.6607950958760362,0.3787400297860781,0.2037462462080999,0.3027773755431209,0.1526201618271194,0.4391891723391499,0.0738899637751888,0.3945075970851608
OG0051_PNOC_HUMAN,PNOC,0.2637795969396244,0.4688056917098961,0.6061798131895415,0.6232231818310883,0.3779952393397856,0.5299567756523462,0.672454008913089,0.4879860771697988,0.5180418755405967,0.4135258265988515,0.4927897738699691,0.4982886859577373,0.4917235881879076,0.542599514233002
OG0052_COLI_HUMAN,COLI,-0.1094695200984059,0.256489108401686,-0.0269309441473524,-0.0349002472484034,0.2413954011548504,0.0357476157155058,0.0235835243167965,0.2841743596362125,-0.1028821827905694,0.0382317561794351,-0.3493718767148746,-0.5437835413415257,-0.4927647103286237,0.0139011164574274
OG0053_NPFF_HUMAN,NPFF,0.9194050106078766,0.9189383595332644,1.2764573798370105,1.1897138487489445,0.785039468968046,1.2034908637090993,0.8845507577622396,1.1124752702697247,0.6148344346318346,1.50255060027561,1.090469478756349,1.1037086623411485,0.894140106407475,1.4021282687754084
OG0054_SPXN_HUMAN,SPXN,0.5807957334186415,0.3596449879564414,0.6903717838965644,0.5347601682399006,0.2055454923354975,0.0429672987469302,0.6798888875318276,0.4106343875741824,0.4420684818408755,0.3160780413968531,0.7806851633256215,0.48969046241311,0.5037377865474113,0.445593360888818
OG0055_MCH_HUMAN,MCH,-0.6084106308681054,-0.5172920684229965,-0.5225358075150446,-0.4126279410234375,-0.8349170873270992,-0.5495817316634888,-0.4168778096224717,-0.7408642346860432,-0.3121933790419486,-0.7264667711465478,-0.6465641475898849,-0.5027478527677793,-0.3530004396947355,-0.7044972416321258
OG0056_MCH_HUMAN,MCH,0.0157902368542703,-0.1646529906370482,-0.0008021554166361,0.2118149955477264,-0.4263562801757103,-0.059635185505483,-0.1580508433323704,0.2365971346711433,0.264070915424492,-0.2099040723020948,-0.1166241363510867,0.0427601663928847,0.036447455292194,-0.197508677447912
